split,seed,miss_rate,winner_model,winner_auc,winner_ap,winner_brier
S2,1018,0.4,xgb,0.9391349006202955,0.4531061901241177,0.01841080840806098
S2,1018,0.5,xgb,0.9301477089600821,0.3921034113567726,0.01931317357355972
S2,1018,0.6,xgb,0.9147411424359371,0.3518125927679116,0.02004059082201646
S2,1018,0.7,xgb,0.9013824887832822,0.3066724729734172,0.02091423006588736
S2,1019,0.0,xgb,0.9632858173067129,0.5637653073443916,0.015739158683488817
S2,1019,0.05,xgb,0.9587408178665185,0.5425430537618524,0.01635005075502684
S2,1019,0.1,xgb,0.9577538157761569,0.5161565605481686,0.016858118663359477
S2,1019,0.2,xgb,0.9484760152734552,0.4911262617196586,0.01732340827503636
S2,1019,0.3,xgb,0.9402876012343653,0.44752334395080595,0.018072911901724442
S2,1019,0.4,xgb,0.9406140449681079,0.433779110404962,0.0184746683933049
S2,1019,0.5,xgb,0.93121270238765,0.42665808581754056,0.018588044307250258
S2,1019,0.6,xgb,0.9191890449428953,0.33007018502411667,0.02026383500656758
S2,1019,0.7,xgb,0.8965454242221181,0.3242588636345808,0.02061136389446152
S2,1020,0.0,xgb,0.9603665778497733,0.5674129303885811,0.015650319840085
S2,1020,0.05,xgb,0.9575454800725695,0.5521604060572103,0.01602990398495602
S2,1020,0.1,xgb,0.9562057094862562,0.5488785140439416,0.016232941031153462
S2,1020,0.2,xgb,0.9512923211088609,0.4927939517044875,0.01742209501612582
S2,1020,0.3,xgb,0.9415774636724649,0.44122854525697397,0.0185879961930871
S2,1020,0.4,xgb,0.9397508254407125,0.42853749185355205,0.01862957687943034
S2,1020,0.5,xgb,0.9290684311142021,0.4067544200106806,0.019055689222973498
S2,1020,0.6,xgb,0.9156960295339738,0.3497889860807241,0.02014633873575088
S2,1020,0.7,xgb,0.900197995555029,0.2869812723179067,0.02130640927090126
